district,snapp,tapsi,time,date,day,bothOK
هایپراستار,91500,89000,21:45:09,2023-05-29,Monday,True
خونه من,135000,94000,21:57:59,2023-05-29,Monday,True
باغ فیض هجرت,100500,107000,21:58:03,2023-05-29,Monday,True
باغ فیض باهنر,117000,119000,21:58:07,2023-05-29,Monday,True
ستاری کورش,147500,100000,21:58:11,2023-05-29,Monday,True
میدون سازمان برنامه,93500,91000,21:58:15,2023-05-29,Monday,True
شقایق شمالی,124500,92000,21:58:19,2023-05-29,Monday,True
کاشانی اباذر,115000,110000,21:58:23,2023-05-29,Monday,True
اباذر پردیس زندگی,122000,123000,21:58:26,2023-05-29,Monday,True
کاشانی سر جنت,99000,93000,21:58:32,2023-05-29,Monday,True
فردوس شقایق,108500,92000,21:58:36,2023-05-29,Monday,True
کاشانی مینیاتور,131500,97000,21:58:40,2023-05-29,Monday,True
هایپراستار,96500,106000,21:58:43,2023-05-29,Monday,True
خونه من,130000,84000,22:07:51,2023-05-29,Monday,True
باغ فیض هجرت,103000,87000,22:07:55,2023-05-29,Monday,True
باغ فیض باهنر,126000,88000,22:07:59,2023-05-29,Monday,True
ستاری کورش,141500,91000,22:08:06,2023-05-29,Monday,True
میدون سازمان برنامه,93500,81000,22:08:10,2023-05-29,Monday,True
شقایق شمالی,121500,83000,22:08:14,2023-05-29,Monday,True
کاشانی اباذر,113000,89000,22:08:19,2023-05-29,Monday,True
اباذر پردیس زندگی,130500,91000,22:08:24,2023-05-29,Monday,True
کاشانی سر جنت,97000,83000,22:08:27,2023-05-29,Monday,True
فردوس شقایق,120000,83000,22:08:31,2023-05-29,Monday,True
کاشانی مینیاتور,127000,86000,22:08:35,2023-05-29,Monday,True
هایپراستار,102500,79000,22:08:38,2023-05-29,Monday,True
خونه من,125500,83000,22:20:11,2023-05-29,Monday,True
باغ فیض هجرت,98500,76000,22:20:15,2023-05-29,Monday,True
باغ فیض باهنر,121500,87000,22:20:19,2023-05-29,Monday,True
ستاری کورش,137000,89000,22:20:22,2023-05-29,Monday,True
میدون سازمان برنامه,92500,71000,22:20:27,2023-05-29,Monday,True
شقایق شمالی,117000,90000,22:20:31,2023-05-29,Monday,True
کاشانی اباذر,116500,88000,22:20:35,2023-05-29,Monday,True
اباذر پردیس زندگی,126500,89000,22:20:40,2023-05-29,Monday,True
کاشانی سر جنت,95000,82000,22:20:43,2023-05-29,Monday,True
فردوس شقایق,117000,100000,22:22:57,2023-05-29,Monday,True
کاشانی مینیاتور,114500,104000,22:23:01,2023-05-29,Monday,True
هایپراستار,90000,78000,22:23:05,2023-05-29,Monday,True
خونه من,131000,101000,22:39:33,2023-05-29,Monday,True
باغ فیض هجرت,101000,95000,22:39:37,2023-05-29,Monday,True
باغ فیض باهنر,126500,105000,22:39:41,2023-05-29,Monday,True
ستاری کورش,135000,109000,22:39:44,2023-05-29,Monday,True
میدون سازمان برنامه,95000,88000,22:39:48,2023-05-29,Monday,True
شقایق شمالی,110000,99000,22:39:53,2023-05-29,Monday,True
کاشانی اباذر,155000,107000,22:39:57,2023-05-29,Monday,True
اباذر پردیس زندگی,132000,108000,22:40:00,2023-05-29,Monday,True
کاشانی سر جنت,97500,100000,22:40:04,2023-05-29,Monday,True
فردوس شقایق,100500,99000,22:40:07,2023-05-29,Monday,True
کاشانی مینیاتور,112000,103000,22:40:11,2023-05-29,Monday,True
هایپراستار,92000,85000,22:40:15,2023-05-29,Monday,True
خونه من,122500,82000,22:49:50,2023-05-29,Monday,True
باغ فیض هجرت,101000,85000,22:49:55,2023-05-29,Monday,True
باغ فیض باهنر,122500,86000,22:50:01,2023-05-29,Monday,True
ستاری کورش,125000,89000,22:50:06,2023-05-29,Monday,True
میدون سازمان برنامه,95000,79000,22:50:10,2023-05-29,Monday,True
شقایق شمالی,104500,81000,22:50:14,2023-05-29,Monday,True
کاشانی اباذر,145500,87000,22:50:20,2023-05-29,Monday,True
اباذر پردیس زندگی,126000,88000,22:50:24,2023-05-29,Monday,True
کاشانی سر جنت,97500,81000,22:50:29,2023-05-29,Monday,True
فردوس شقایق,99500,81000,22:50:33,2023-05-29,Monday,True
کاشانی مینیاتور,106000,84000,22:50:37,2023-05-29,Monday,True
هایپراستار,91000,77000,22:50:41,2023-05-29,Monday,True
خونه من,117500,83000,23:05:08,2023-05-29,Monday,True
باغ فیض هجرت,114500,96000,23:05:13,2023-05-29,Monday,True
باغ فیض باهنر,137500,88000,23:05:18,2023-05-29,Monday,True
ستاری کورش,123500,88000,23:05:24,2023-05-29,Monday,True
میدون سازمان برنامه,111500,89000,23:05:28,2023-05-29,Monday,True
شقایق شمالی,113000,82000,23:05:32,2023-05-29,Monday,True
کاشانی اباذر,153000,88000,23:05:36,2023-05-29,Monday,True
اباذر پردیس زندگی,142500,90000,23:05:40,2023-05-29,Monday,True
کاشانی سر جنت,113000,83000,23:05:48,2023-05-29,Monday,True
فردوس شقایق,119000,91000,23:05:56,2023-05-29,Monday,True
کاشانی مینیاتور,115000,86000,23:06:01,2023-05-29,Monday,True
هایپراستار,105000,70000,23:06:05,2023-05-29,Monday,True
خونه من,115000,108000,23:19:55,2023-05-29,Monday,True
باغ فیض هجرت,118000,93000,23:20:00,2023-05-29,Monday,True
باغ فیض باهنر,119500,123000,23:20:04,2023-05-29,Monday,True
ستاری کورش,121000,117000,23:20:09,2023-05-29,Monday,True
میدون سازمان برنامه,111500,113000,23:20:12,2023-05-29,Monday,True
شقایق شمالی,114000,115000,23:20:17,2023-05-29,Monday,True
کاشانی اباذر,123000,124000,23:20:21,2023-05-29,Monday,True
اباذر پردیس زندگی,123000,130000,23:20:25,2023-05-29,Monday,True
کاشانی سر جنت,114000,98000,23:20:30,2023-05-29,Monday,True
فردوس شقایق,119000,89000,23:20:34,2023-05-29,Monday,True
کاشانی مینیاتور,115000,121000,23:20:38,2023-05-29,Monday,True
هایپراستار,105000,104000,23:20:42,2023-05-29,Monday,True
خونه من,171500,133000,19:05:19,2023-05-30,Tuesday,True
باغ فیض هجرت,130000,143000,19:05:23,2023-05-30,Tuesday,True
باغ فیض باهنر,177500,148000,19:05:29,2023-05-30,Tuesday,True
ستاری کورش,170000,127000,19:05:33,2023-05-30,Tuesday,True
میدون سازمان برنامه,120000,142000,19:05:38,2023-05-30,Tuesday,True
شقایق شمالی,141500,144000,19:05:42,2023-05-30,Tuesday,True
کاشانی اباذر,176000,153000,19:05:47,2023-05-30,Tuesday,True
اباذر پردیس زندگی,187000,157000,19:05:52,2023-05-30,Tuesday,True
کاشانی سر جنت,147000,135000,19:05:55,2023-05-30,Tuesday,True
فردوس شقایق,144000,143000,19:06:00,2023-05-30,Tuesday,True
کاشانی مینیاتور,147000,150000,19:06:04,2023-05-30,Tuesday,True
هایپراستار,129000,127000,19:06:08,2023-05-30,Tuesday,True
خونه من,169000,156000,19:20:04,2023-05-30,Tuesday,True
باغ فیض هجرت,113500,141000,19:20:08,2023-05-30,Tuesday,True
باغ فیض باهنر,186500,158000,19:20:12,2023-05-30,Tuesday,True
ستاری کورش,166500,150000,19:20:17,2023-05-30,Tuesday,True
میدون سازمان برنامه,125500,128000,19:20:20,2023-05-30,Tuesday,True
شقایق شمالی,149500,142000,19:20:24,2023-05-30,Tuesday,True
کاشانی اباذر,190500,150000,19:20:28,2023-05-30,Tuesday,True
اباذر پردیس زندگی,194500,168000,19:20:32,2023-05-30,Tuesday,True
کاشانی سر جنت,146000,134000,19:20:36,2023-05-30,Tuesday,True
فردوس شقایق,149500,141000,19:20:40,2023-05-30,Tuesday,True
کاشانی مینیاتور,152500,148000,19:20:44,2023-05-30,Tuesday,True
هایپراستار,121500,126000,19:20:47,2023-05-30,Tuesday,True
خونه من,159000,112000,20:53:57,2023-05-30,Tuesday,True
باغ فیض هجرت,119000,119000,20:54:02,2023-05-30,Tuesday,True
باغ فیض باهنر,157000,119000,20:54:07,2023-05-30,Tuesday,True
ستاری کورش,168500,118000,20:54:16,2023-05-30,Tuesday,True
میدون سازمان برنامه,100000,127000,20:54:20,2023-05-30,Tuesday,True
شقایق شمالی,136500,120000,20:54:24,2023-05-30,Tuesday,True
کاشانی اباذر,187000,123000,20:54:28,2023-05-30,Tuesday,True
اباذر پردیس زندگی,165500,128000,20:54:32,2023-05-30,Tuesday,True
کاشانی سر جنت,109000,111000,20:54:36,2023-05-30,Tuesday,True
فردوس شقایق,138000,131000,20:54:41,2023-05-30,Tuesday,True
کاشانی مینیاتور,142500,129000,20:54:44,2023-05-30,Tuesday,True
هایپراستار,97000,104000,20:54:48,2023-05-30,Tuesday,True
خونه من,153000,106000,21:05:09,2023-05-30,Tuesday,True
باغ فیض هجرت,120000,104000,21:05:13,2023-05-30,Tuesday,True
باغ فیض باهنر,155000,124000,21:05:17,2023-05-30,Tuesday,True
ستاری کورش,166000,113000,21:05:22,2023-05-30,Tuesday,True
میدون سازمان برنامه,104500,94000,21:05:27,2023-05-30,Tuesday,True
شقایق شمالی,138500,105000,21:05:31,2023-05-30,Tuesday,True
کاشانی اباذر,190500,115000,21:05:35,2023-05-30,Tuesday,True
اباذر پردیس زندگی,166500,130000,21:05:39,2023-05-30,Tuesday,True
کاشانی سر جنت,113500,96000,21:05:44,2023-05-30,Tuesday,True
فردوس شقایق,128500,105000,21:05:48,2023-05-30,Tuesday,True
کاشانی مینیاتور,147000,111000,21:05:53,2023-05-30,Tuesday,True
هایپراستار,103500,99000,21:05:57,2023-05-30,Tuesday,True
خونه من,147500,115000,21:19:59,2023-05-30,Tuesday,True
باغ فیض هجرت,108500,113000,21:20:04,2023-05-30,Tuesday,True
باغ فیض باهنر,146000,123000,21:20:08,2023-05-30,Tuesday,True
ستاری کورش,160500,123000,21:20:12,2023-05-30,Tuesday,True
میدون سازمان برنامه,98000,103000,21:20:17,2023-05-30,Tuesday,True
شقایق شمالی,137500,104000,21:20:21,2023-05-30,Tuesday,True
کاشانی اباذر,191500,124000,21:20:25,2023-05-30,Tuesday,True
اباذر پردیس زندگی,151000,129000,21:20:29,2023-05-30,Tuesday,True
کاشانی سر جنت,111000,115000,21:20:34,2023-05-30,Tuesday,True
فردوس شقایق,125000,104000,21:20:38,2023-05-30,Tuesday,True
کاشانی مینیاتور,145000,110000,21:20:42,2023-05-30,Tuesday,True
هایپراستار,97500,90000,21:20:47,2023-05-30,Tuesday,True
خونه من,147500,85000,21:44:50,2023-05-30,Tuesday,True
باغ فیض هجرت,105000,98000,21:44:58,2023-05-30,Tuesday,True
باغ فیض باهنر,147500,121000,21:45:02,2023-05-30,Tuesday,True
ستاری کورش,160000,91000,21:45:06,2023-05-30,Tuesday,True
میدون سازمان برنامه,94500,92000,21:45:11,2023-05-30,Tuesday,True
شقایق شمالی,116000,103000,21:45:15,2023-05-30,Tuesday,True
کاشانی اباذر,140500,92000,21:45:19,2023-05-30,Tuesday,True
اباذر پردیس زندگی,162500,126000,21:45:23,2023-05-30,Tuesday,True
کاشانی سر جنت,109500,85000,21:45:27,2023-05-30,Tuesday,True
فردوس شقایق,109500,112000,21:45:31,2023-05-30,Tuesday,True
کاشانی مینیاتور,121500,108000,21:45:35,2023-05-30,Tuesday,True
هایپراستار,103500,80000,21:45:40,2023-05-30,Tuesday,True
خونه من,147000,113000,21:59:00,2023-05-30,Tuesday,True
باغ فیض هجرت,108000,117000,21:59:05,2023-05-30,Tuesday,True
باغ فیض باهنر,146500,120000,21:59:09,2023-05-30,Tuesday,True
ستاری کورش,160000,122000,21:59:14,2023-05-30,Tuesday,True
میدون سازمان برنامه,93500,100000,21:59:20,2023-05-30,Tuesday,True
شقایق شمالی,112000,84000,21:59:24,2023-05-30,Tuesday,True
کاشانی اباذر,137000,121000,21:59:28,2023-05-30,Tuesday,True
اباذر پردیس زندگی,151000,125000,21:59:32,2023-05-30,Tuesday,True
کاشانی سر جنت,105000,112000,21:59:36,2023-05-30,Tuesday,True
فردوس شقایق,115500,83000,21:59:41,2023-05-30,Tuesday,True
کاشانی مینیاتور,118500,87000,21:59:45,2023-05-30,Tuesday,True
هایپراستار,104500,80000,21:59:49,2023-05-30,Tuesday,True
خونه من,146500,94000,22:08:28,2023-05-30,Tuesday,True
باغ فیض هجرت,99500,78000,22:08:32,2023-05-30,Tuesday,True
باغ فیض باهنر,138000,99000,22:08:36,2023-05-30,Tuesday,True
ستاری کورش,158500,100000,22:08:40,2023-05-30,Tuesday,True
میدون سازمان برنامه,97500,81000,22:08:44,2023-05-30,Tuesday,True
شقایق شمالی,122500,92000,22:08:48,2023-05-30,Tuesday,True
کاشانی اباذر,129500,109000,22:08:51,2023-05-30,Tuesday,True
اباذر پردیس زندگی,143500,103000,22:08:55,2023-05-30,Tuesday,True
کاشانی سر جنت,106000,84000,22:08:59,2023-05-30,Tuesday,True
فردوس شقایق,125000,101000,22:09:03,2023-05-30,Tuesday,True
کاشانی مینیاتور,128500,96000,22:09:08,2023-05-30,Tuesday,True
هایپراستار,116500,88000,22:09:12,2023-05-30,Tuesday,True
خونه من,139000,103000,22:20:00,2023-05-30,Tuesday,True
باغ فیض هجرت,98500,87000,22:20:04,2023-05-30,Tuesday,True
باغ فیض باهنر,129000,99000,22:20:07,2023-05-30,Tuesday,True
ستاری کورش,152000,111000,22:20:12,2023-05-30,Tuesday,True
میدون سازمان برنامه,92500,91000,22:20:16,2023-05-30,Tuesday,True
شقایق شمالی,119500,102000,22:20:22,2023-05-30,Tuesday,True
کاشانی اباذر,126000,110000,22:20:25,2023-05-30,Tuesday,True
اباذر پردیس زندگی,134500,103000,22:20:29,2023-05-30,Tuesday,True
کاشانی سر جنت,95000,84000,22:20:34,2023-05-30,Tuesday,True
فردوس شقایق,125000,110000,22:20:38,2023-05-30,Tuesday,True
کاشانی مینیاتور,126000,106000,22:20:42,2023-05-30,Tuesday,True
هایپراستار,103500,79000,22:20:45,2023-05-30,Tuesday,True
خونه من,136000,91000,22:39:37,2023-05-30,Tuesday,True
باغ فیض هجرت,105500,85000,22:39:42,2023-05-30,Tuesday,True
باغ فیض باهنر,138500,118000,22:39:45,2023-05-30,Tuesday,True
ستاری کورش,149500,91000,22:39:49,2023-05-30,Tuesday,True
میدون سازمان برنامه,92000,81000,22:39:53,2023-05-30,Tuesday,True
شقایق شمالی,114000,83000,22:39:57,2023-05-30,Tuesday,True
کاشانی اباذر,128000,79000,22:40:01,2023-05-30,Tuesday,True
اباذر پردیس زندگی,144500,121000,22:40:06,2023-05-30,Tuesday,True
کاشانی سر جنت,98000,91000,22:40:10,2023-05-30,Tuesday,True
فردوس شقایق,122000,82000,22:40:15,2023-05-30,Tuesday,True
کاشانی مینیاتور,119500,86000,22:40:19,2023-05-30,Tuesday,True
هایپراستار,110000,70000,22:40:23,2023-05-30,Tuesday,True
خونه من,129500,118000,22:49:55,2023-05-30,Tuesday,True
باغ فیض هجرت,99000,103000,22:49:59,2023-05-30,Tuesday,True
باغ فیض باهنر,136500,107000,22:50:03,2023-05-30,Tuesday,True
ستاری کورش,143000,131000,22:50:08,2023-05-30,Tuesday,True
میدون سازمان برنامه,92000,89000,22:50:13,2023-05-30,Tuesday,True
شقایق شمالی,109000,91000,22:50:18,2023-05-30,Tuesday,True
کاشانی اباذر,121500,117000,22:50:23,2023-05-30,Tuesday,True
اباذر پردیس زندگی,141000,110000,22:50:27,2023-05-30,Tuesday,True
کاشانی سر جنت,94000,100000,22:50:31,2023-05-30,Tuesday,True
فردوس شقایق,114500,91000,22:50:35,2023-05-30,Tuesday,True
کاشانی مینیاتور,114500,95000,22:50:39,2023-05-30,Tuesday,True
هایپراستار,106500,96000,22:50:43,2023-05-30,Tuesday,True
خونه من,156500,109000,23:05:10,2023-05-30,Tuesday,True
باغ فیض هجرت,122000,112000,23:05:14,2023-05-30,Tuesday,True
باغ فیض باهنر,159000,116000,23:05:18,2023-05-30,Tuesday,True
ستاری کورش,171000,111000,23:05:22,2023-05-30,Tuesday,True
میدون سازمان برنامه,118500,106000,23:05:26,2023-05-30,Tuesday,True
شقایق شمالی,135000,100000,23:05:31,2023-05-30,Tuesday,True
کاشانی اباذر,140500,107000,23:05:36,2023-05-30,Tuesday,True
اباذر پردیس زندگی,165000,120000,23:05:41,2023-05-30,Tuesday,True
کاشانی سر جنت,120000,117000,23:05:45,2023-05-30,Tuesday,True
فردوس شقایق,131500,90000,23:05:49,2023-05-30,Tuesday,True
کاشانی مینیاتور,141000,104000,23:05:54,2023-05-30,Tuesday,True
هایپراستار,126500,78000,23:05:58,2023-05-30,Tuesday,True
خونه من,137000,108000,23:19:55,2023-05-30,Tuesday,True
باغ فیض هجرت,118000,121000,23:19:59,2023-05-30,Tuesday,True
باغ فیض باهنر,145000,116000,23:20:04,2023-05-30,Tuesday,True
ستاری کورش,144000,111000,23:20:09,2023-05-30,Tuesday,True
میدون سازمان برنامه,111500,114000,23:20:14,2023-05-30,Tuesday,True
شقایق شمالی,114000,99000,23:20:18,2023-05-30,Tuesday,True
کاشانی اباذر,117000,126000,23:20:22,2023-05-30,Tuesday,True
اباذر پردیس زندگی,149000,122000,23:20:26,2023-05-30,Tuesday,True
کاشانی سر جنت,114000,107000,23:20:32,2023-05-30,Tuesday,True
فردوس شقایق,117000,108000,23:20:37,2023-05-30,Tuesday,True
کاشانی مینیاتور,115000,104000,23:20:41,2023-05-30,Tuesday,True
هایپراستار,105000,94000,23:20:44,2023-05-30,Tuesday,True
خونه من,186500,160000,17:40:37,2023-05-31,Wednesday,True
باغ فیض هجرت,153000,158000,17:40:41,2023-05-31,Wednesday,True
باغ فیض باهنر,190500,173000,17:40:45,2023-05-31,Wednesday,True
ستاری کورش,181500,153000,17:40:50,2023-05-31,Wednesday,True
میدون سازمان برنامه,182500,139000,17:40:53,2023-05-31,Wednesday,True
شقایق شمالی,194500,145000,17:40:58,2023-05-31,Wednesday,True
کاشانی اباذر,184000,171000,17:41:02,2023-05-31,Wednesday,True
اباذر پردیس زندگی,197000,163000,17:41:06,2023-05-31,Wednesday,True
کاشانی سر جنت,181500,143000,17:41:09,2023-05-31,Wednesday,True
فردوس شقایق,177500,145000,17:41:13,2023-05-31,Wednesday,True
کاشانی مینیاتور,187500,149000,17:41:16,2023-05-31,Wednesday,True
هایپراستار,159500,132000,17:41:20,2023-05-31,Wednesday,True
خونه من,187000,173000,17:54:37,2023-05-31,Wednesday,True
باغ فیض هجرت,156000,183000,17:54:41,2023-05-31,Wednesday,True
باغ فیض باهنر,187000,188000,17:54:46,2023-05-31,Wednesday,True
ستاری کورش,180500,166000,17:54:50,2023-05-31,Wednesday,True
میدون سازمان برنامه,180000,155000,17:54:55,2023-05-31,Wednesday,True
شقایق شمالی,186500,146000,17:54:59,2023-05-31,Wednesday,True
کاشانی اباذر,183500,187000,17:55:04,2023-05-31,Wednesday,True
اباذر پردیس زندگی,192000,196000,17:55:09,2023-05-31,Wednesday,True
کاشانی سر جنت,173000,156000,17:55:15,2023-05-31,Wednesday,True
فردوس شقایق,176500,146000,17:55:19,2023-05-31,Wednesday,True
کاشانی مینیاتور,186000,154000,17:55:23,2023-05-31,Wednesday,True
هایپراستار,160000,145000,17:55:27,2023-05-31,Wednesday,True
خونه من,158500,146000,18:04:58,2023-05-31,Wednesday,True
باغ فیض هجرت,136500,144000,18:05:01,2023-05-31,Wednesday,True
باغ فیض باهنر,159000,148000,18:05:05,2023-05-31,Wednesday,True
ستاری کورش,153000,140000,18:05:09,2023-05-31,Wednesday,True
میدون سازمان برنامه,151500,142000,18:05:13,2023-05-31,Wednesday,True
شقایق شمالی,163500,144000,18:05:16,2023-05-31,Wednesday,True
کاشانی اباذر,157500,147000,18:05:20,2023-05-31,Wednesday,True
اباذر پردیس زندگی,165000,155000,18:05:24,2023-05-31,Wednesday,True
