district,snapp,tapsi,time,date,day,bothOK
کاشانی سر جنت,114000,119000,23:20:33,2023-06-02,Friday,True
فردوس شقایق,159000,119000,23:20:41,2023-06-02,Friday,True
کاشانی مینیاتور,142500,105000,23:20:47,2023-06-02,Friday,True
هایپراستار,133500,112000,23:20:51,2023-06-02,Friday,True
خونه من,120500,124000,17:39:37,2023-06-03,Saturday,True
باغ فیض هجرت,117500,111000,17:39:42,2023-06-03,Saturday,True
باغ فیض باهنر,138500,125000,17:39:46,2023-06-03,Saturday,True
ستاری کورش,117000,122000,17:39:50,2023-06-03,Saturday,True
میدون سازمان برنامه,117000,110000,17:39:55,2023-06-03,Saturday,True
شقایق شمالی,119000,123000,17:39:59,2023-06-03,Saturday,True
کاشانی اباذر,122500,125000,17:40:04,2023-06-03,Saturday,True
اباذر پردیس زندگی,143000,128000,17:40:08,2023-06-03,Saturday,True
کاشانی سر جنت,113000,119000,17:40:12,2023-06-03,Saturday,True
فردوس شقایق,122500,112000,17:40:16,2023-06-03,Saturday,True
کاشانی مینیاتور,120000,128000,17:40:20,2023-06-03,Saturday,True
هایپراستار,111500,101000,17:40:24,2023-06-03,Saturday,True
خونه من,131500,113000,17:52:58,2023-06-03,Saturday,True
باغ فیض هجرت,128500,122000,17:53:03,2023-06-03,Saturday,True
باغ فیض باهنر,130500,113000,17:53:07,2023-06-03,Saturday,True
ستاری کورش,128000,110000,17:53:10,2023-06-03,Saturday,True
میدون سازمان برنامه,119500,88000,17:53:14,2023-06-03,Saturday,True
شقایق شمالی,122500,101000,17:53:19,2023-06-03,Saturday,True
کاشانی اباذر,131500,103000,17:53:23,2023-06-03,Saturday,True
اباذر پردیس زندگی,130000,116000,17:53:27,2023-06-03,Saturday,True
کاشانی سر جنت,115000,97000,17:53:30,2023-06-03,Saturday,True
فردوس شقایق,123500,101000,17:53:34,2023-06-03,Saturday,True
کاشانی مینیاتور,123500,105000,17:53:38,2023-06-03,Saturday,True
هایپراستار,121000,90000,17:53:42,2023-06-03,Saturday,True
خونه من,111000,123000,18:05:07,2023-06-03,Saturday,True
باغ فیض هجرت,107500,110000,18:05:11,2023-06-03,Saturday,True
باغ فیض باهنر,111500,113000,18:05:15,2023-06-03,Saturday,True
ستاری کورش,108000,120000,18:05:22,2023-06-03,Saturday,True
میدون سازمان برنامه,106000,109000,18:05:26,2023-06-03,Saturday,True
شقایق شمالی,109000,123000,18:05:30,2023-06-03,Saturday,True
کاشانی اباذر,109500,124000,18:05:35,2023-06-03,Saturday,True
اباذر پردیس زندگی,111500,115000,18:05:39,2023-06-03,Saturday,True
کاشانی سر جنت,102000,118000,18:05:42,2023-06-03,Saturday,True
فردوس شقایق,111000,122000,18:05:46,2023-06-03,Saturday,True
کاشانی مینیاتور,111500,127000,18:05:50,2023-06-03,Saturday,True
هایپراستار,107500,101000,18:05:53,2023-06-03,Saturday,True
خونه من,109000,112000,18:19:57,2023-06-03,Saturday,True
باغ فیض هجرت,111000,110000,18:20:02,2023-06-03,Saturday,True
باغ فیض باهنر,112000,113000,18:20:07,2023-06-03,Saturday,True
ستاری کورش,108000,110000,18:20:12,2023-06-03,Saturday,True
میدون سازمان برنامه,105500,99000,18:20:16,2023-06-03,Saturday,True
شقایق شمالی,108000,112000,18:20:20,2023-06-03,Saturday,True
کاشانی اباذر,113000,113000,18:20:25,2023-06-03,Saturday,True
اباذر پردیس زندگی,111500,115000,18:20:29,2023-06-03,Saturday,True
کاشانی سر جنت,102000,95000,18:20:32,2023-06-03,Saturday,True
فردوس شقایق,110000,100000,18:20:36,2023-06-03,Saturday,True
کاشانی مینیاتور,110500,115000,18:20:41,2023-06-03,Saturday,True
هایپراستار,107000,92000,18:20:45,2023-06-03,Saturday,True
خونه من,111500,147000,18:40:53,2023-06-03,Saturday,True
باغ فیض هجرت,108500,111000,18:40:57,2023-06-03,Saturday,True
باغ فیض باهنر,112500,114000,18:41:02,2023-06-03,Saturday,True
ستاری کورش,110500,144000,18:41:06,2023-06-03,Saturday,True
میدون سازمان برنامه,105500,110000,18:41:11,2023-06-03,Saturday,True
شقایق شمالی,112000,112000,18:41:15,2023-06-03,Saturday,True
کاشانی اباذر,111000,147000,18:41:18,2023-06-03,Saturday,True
اباذر پردیس زندگی,114500,115000,18:41:23,2023-06-03,Saturday,True
کاشانی سر جنت,108000,138000,18:41:27,2023-06-03,Saturday,True
فردوس شقایق,117000,112000,18:41:32,2023-06-03,Saturday,True
کاشانی مینیاتور,116000,116000,18:41:36,2023-06-03,Saturday,True
هایپراستار,107500,92000,18:41:40,2023-06-03,Saturday,True
خونه من,113000,104000,18:52:08,2023-06-03,Saturday,True
باغ فیض هجرت,109000,100000,18:52:14,2023-06-03,Saturday,True
باغ فیض باهنر,112000,106000,18:52:18,2023-06-03,Saturday,True
ستاری کورش,111000,99000,18:52:23,2023-06-03,Saturday,True
میدون سازمان برنامه,107000,87000,18:52:27,2023-06-03,Saturday,True
شقایق شمالی,111500,90000,18:52:31,2023-06-03,Saturday,True
کاشانی اباذر,109500,102000,18:52:35,2023-06-03,Saturday,True
اباذر پردیس زندگی,111500,107000,18:52:40,2023-06-03,Saturday,True
کاشانی سر جنت,103000,106000,18:52:44,2023-06-03,Saturday,True
فردوس شقایق,111000,100000,18:52:48,2023-06-03,Saturday,True
کاشانی مینیاتور,112000,95000,18:52:52,2023-06-03,Saturday,True
هایپراستار,107500,82000,18:52:56,2023-06-03,Saturday,True
خونه من,114000,157000,19:05:17,2023-06-03,Saturday,True
باغ فیض هجرت,110500,103000,19:05:21,2023-06-03,Saturday,True
باغ فیض باهنر,121500,122000,19:05:26,2023-06-03,Saturday,True
ستاری کورش,110500,147000,19:05:30,2023-06-03,Saturday,True
میدون سازمان برنامه,109500,101000,19:05:34,2023-06-03,Saturday,True
شقایق شمالی,111500,121000,19:05:38,2023-06-03,Saturday,True
کاشانی اباذر,117500,128000,19:05:42,2023-06-03,Saturday,True
اباذر پردیس زندگی,127000,122000,19:05:46,2023-06-03,Saturday,True
کاشانی سر جنت,107000,109000,19:05:50,2023-06-03,Saturday,True
فردوس شقایق,113500,103000,19:05:54,2023-06-03,Saturday,True
کاشانی مینیاتور,113500,122000,19:05:58,2023-06-03,Saturday,True
هایپراستار,110000,94000,19:06:02,2023-06-03,Saturday,True
خونه من,113000,120000,19:19:51,2023-06-03,Saturday,True
باغ فیض هجرت,110500,112000,19:19:55,2023-06-03,Saturday,True
باغ فیض باهنر,131000,122000,19:20:00,2023-06-03,Saturday,True
ستاری کورش,111000,112000,19:20:04,2023-06-03,Saturday,True
میدون سازمان برنامه,112500,110000,19:20:08,2023-06-03,Saturday,True
شقایق شمالی,112000,115000,19:20:12,2023-06-03,Saturday,True
کاشانی اباذر,119000,105000,19:20:16,2023-06-03,Saturday,True
اباذر پردیس زندگی,136500,120000,19:20:19,2023-06-03,Saturday,True
کاشانی سر جنت,117500,97000,19:20:23,2023-06-03,Saturday,True
فردوس شقایق,113000,102000,19:20:26,2023-06-03,Saturday,True
کاشانی مینیاتور,116500,121000,19:20:31,2023-06-03,Saturday,True
هایپراستار,109000,92000,19:20:34,2023-06-03,Saturday,True
خونه من,121500,111000,19:45:05,2023-06-03,Saturday,True
باغ فیض هجرت,113500,100000,19:45:10,2023-06-03,Saturday,True
باغ فیض باهنر,124000,105000,19:45:15,2023-06-03,Saturday,True
ستاری کورش,116500,121000,19:45:20,2023-06-03,Saturday,True
میدون سازمان برنامه,123500,104000,19:45:25,2023-06-03,Saturday,True
شقایق شمالی,124000,108000,19:45:30,2023-06-03,Saturday,True
کاشانی اباذر,125000,103000,19:45:34,2023-06-03,Saturday,True
اباذر پردیس زندگی,124500,104000,19:45:40,2023-06-03,Saturday,True
کاشانی سر جنت,108000,107000,19:45:44,2023-06-03,Saturday,True
فردوس شقایق,122500,99000,19:45:48,2023-06-03,Saturday,True
کاشانی مینیاتور,123000,104000,19:45:52,2023-06-03,Saturday,True
هایپراستار,102000,89000,19:45:56,2023-06-03,Saturday,True
خونه من,129000,97000,20:02:08,2023-06-03,Saturday,True
باغ فیض هجرت,114500,98000,20:02:12,2023-06-03,Saturday,True
باغ فیض باهنر,132500,102000,20:02:16,2023-06-03,Saturday,True
ستاری کورش,127500,98000,20:02:21,2023-06-03,Saturday,True
میدون سازمان برنامه,128500,81000,20:02:25,2023-06-03,Saturday,True
شقایق شمالی,138000,95000,20:02:29,2023-06-03,Saturday,True
کاشانی اباذر,134500,111000,20:02:33,2023-06-03,Saturday,True
اباذر پردیس زندگی,133000,102000,20:02:36,2023-06-03,Saturday,True
کاشانی سر جنت,118500,95000,20:02:40,2023-06-03,Saturday,True
فردوس شقایق,118000,94000,20:02:45,2023-06-03,Saturday,True
کاشانی مینیاتور,142000,102000,20:02:49,2023-06-03,Saturday,True
هایپراستار,142000,98000,20:02:54,2023-06-03,Saturday,True
خونه من,131000,95000,20:19:53,2023-06-03,Saturday,True
باغ فیض هجرت,111000,97000,20:19:57,2023-06-03,Saturday,True
باغ فیض باهنر,128500,100000,20:20:02,2023-06-03,Saturday,True
ستاری کورش,127500,96000,20:20:07,2023-06-03,Saturday,True
میدون سازمان برنامه,117000,90000,20:20:12,2023-06-03,Saturday,True
شقایق شمالی,128500,83000,20:20:16,2023-06-03,Saturday,True
کاشانی اباذر,114000,99000,20:20:20,2023-06-03,Saturday,True
اباذر پردیس زندگی,130000,102000,20:20:24,2023-06-03,Saturday,True
کاشانی سر جنت,106500,124000,20:20:28,2023-06-03,Saturday,True
فردوس شقایق,122000,92000,20:20:32,2023-06-03,Saturday,True
کاشانی مینیاتور,130000,88000,20:20:36,2023-06-03,Saturday,True
هایپراستار,113500,86000,20:20:40,2023-06-03,Saturday,True
خونه من,125000,93000,20:39:42,2023-06-03,Saturday,True
باغ فیض هجرت,108000,127000,20:39:46,2023-06-03,Saturday,True
باغ فیض باهنر,111000,99000,20:39:51,2023-06-03,Saturday,True
ستاری کورش,123500,94000,20:39:55,2023-06-03,Saturday,True
میدون سازمان برنامه,106500,88000,20:39:59,2023-06-03,Saturday,True
شقایق شمالی,133000,91000,20:40:03,2023-06-03,Saturday,True
کاشانی اباذر,110000,108000,20:40:07,2023-06-03,Saturday,True
اباذر پردیس زندگی,113000,100000,20:40:11,2023-06-03,Saturday,True
کاشانی سر جنت,103000,92000,20:40:15,2023-06-03,Saturday,True
فردوس شقایق,132000,80000,20:40:20,2023-06-03,Saturday,True
کاشانی مینیاتور,137500,95000,20:40:25,2023-06-03,Saturday,True
هایپراستار,127000,75000,20:40:28,2023-06-03,Saturday,True
خونه من,129500,90000,20:52:57,2023-06-03,Saturday,True
باغ فیض هجرت,109000,104000,20:53:01,2023-06-03,Saturday,True
باغ فیض باهنر,111500,108000,20:53:05,2023-06-03,Saturday,True
ستاری کورش,127500,93000,20:53:09,2023-06-03,Saturday,True
میدون سازمان برنامه,106500,85000,20:53:13,2023-06-03,Saturday,True
شقایق شمالی,126000,88000,20:53:17,2023-06-03,Saturday,True
کاشانی اباذر,111500,108000,20:53:22,2023-06-03,Saturday,True
اباذر پردیس زندگی,114500,110000,20:53:26,2023-06-03,Saturday,True
کاشانی سر جنت,103000,91000,20:53:29,2023-06-03,Saturday,True
فردوس شقایق,112000,87000,20:53:34,2023-06-03,Saturday,True
کاشانی مینیاتور,130000,92000,20:53:37,2023-06-03,Saturday,True
هایپراستار,125000,82000,20:53:41,2023-06-03,Saturday,True
خونه من,119500,99000,21:05:06,2023-06-03,Saturday,True
باغ فیض هجرت,107000,103000,21:05:11,2023-06-03,Saturday,True
باغ فیض باهنر,126500,107000,21:05:15,2023-06-03,Saturday,True
ستاری کورش,118000,103000,21:05:20,2023-06-03,Saturday,True
میدون سازمان برنامه,104500,85000,21:05:24,2023-06-03,Saturday,True
شقایق شمالی,117000,97000,21:05:28,2023-06-03,Saturday,True
کاشانی اباذر,109000,107000,21:05:32,2023-06-03,Saturday,True
اباذر پردیس زندگی,128000,110000,21:05:37,2023-06-03,Saturday,True
کاشانی سر جنت,101500,100000,21:05:41,2023-06-03,Saturday,True
فردوس شقایق,109500,96000,21:05:45,2023-06-03,Saturday,True
کاشانی مینیاتور,121000,102000,21:05:49,2023-06-03,Saturday,True
هایپراستار,108500,82000,21:05:53,2023-06-03,Saturday,True
خونه من,120500,97000,21:19:59,2023-06-03,Saturday,True
باغ فیض هجرت,106500,102000,21:20:03,2023-06-03,Saturday,True
باغ فیض باهنر,124500,105000,21:20:08,2023-06-03,Saturday,True
ستاری کورش,119500,102000,21:20:12,2023-06-03,Saturday,True
میدون سازمان برنامه,105000,93000,21:20:17,2023-06-03,Saturday,True
شقایق شمالی,106500,96000,21:20:21,2023-06-03,Saturday,True
کاشانی اباذر,116500,105000,21:20:25,2023-06-03,Saturday,True
اباذر پردیس زندگی,128000,108000,21:20:29,2023-06-03,Saturday,True
کاشانی سر جنت,117000,95000,21:20:33,2023-06-03,Saturday,True
فردوس شقایق,109000,86000,21:20:38,2023-06-03,Saturday,True
کاشانی مینیاتور,110000,101000,21:20:41,2023-06-03,Saturday,True
هایپراستار,110500,81000,21:20:45,2023-06-03,Saturday,True
خونه من,128000,114000,21:43:29,2023-06-03,Saturday,True
باغ فیض هجرت,110500,92000,21:43:33,2023-06-03,Saturday,True
باغ فیض باهنر,125500,100000,21:43:36,2023-06-03,Saturday,True
ستاری کورش,126000,122000,21:43:40,2023-06-03,Saturday,True
میدون سازمان برنامه,105500,83000,21:43:44,2023-06-03,Saturday,True
شقایق شمالی,113000,85000,21:43:48,2023-06-03,Saturday,True
کاشانی اباذر,111000,90000,21:43:52,2023-06-03,Saturday,True
اباذر پردیس زندگی,129500,103000,21:43:56,2023-06-03,Saturday,True
کاشانی سر جنت,113500,84000,21:44:00,2023-06-03,Saturday,True
فردوس شقایق,107500,84000,21:44:03,2023-06-03,Saturday,True
کاشانی مینیاتور,113000,89000,21:44:08,2023-06-03,Saturday,True
هایپراستار,96500,80000,21:44:12,2023-06-03,Saturday,True
خونه من,114500,85000,21:56:55,2023-06-03,Saturday,True
باغ فیض هجرت,103000,87000,21:56:59,2023-06-03,Saturday,True
باغ فیض باهنر,115500,88000,21:57:03,2023-06-03,Saturday,True
ستاری کورش,121500,91000,21:57:07,2023-06-03,Saturday,True
میدون سازمان برنامه,94000,82000,21:57:10,2023-06-03,Saturday,True
شقایق شمالی,99500,84000,21:57:14,2023-06-03,Saturday,True
کاشانی اباذر,102500,89000,21:57:17,2023-06-03,Saturday,True
اباذر پردیس زندگی,114500,92000,21:57:21,2023-06-03,Saturday,True
کاشانی سر جنت,96500,84000,21:57:25,2023-06-03,Saturday,True
فردوس شقایق,99000,83000,21:57:28,2023-06-03,Saturday,True
کاشانی مینیاتور,105000,88000,21:57:32,2023-06-03,Saturday,True
هایپراستار,100500,79000,21:57:35,2023-06-03,Saturday,True
خونه من,115500,85000,22:06:36,2023-06-03,Saturday,True
باغ فیض هجرت,99000,87000,22:06:40,2023-06-03,Saturday,True
باغ فیض باهنر,109500,89000,22:06:44,2023-06-03,Saturday,True
ستاری کورش,124000,91000,22:06:48,2023-06-03,Saturday,True
میدون سازمان برنامه,93500,73000,22:06:53,2023-06-03,Saturday,True
شقایق شمالی,105500,84000,22:06:57,2023-06-03,Saturday,True
کاشانی اباذر,109000,89000,22:07:01,2023-06-03,Saturday,True
اباذر پردیس زندگی,113500,91000,22:07:05,2023-06-03,Saturday,True
کاشانی سر جنت,97500,83000,22:07:09,2023-06-03,Saturday,True
فردوس شقایق,106000,83000,22:07:13,2023-06-03,Saturday,True
کاشانی مینیاتور,110500,87000,22:07:17,2023-06-03,Saturday,True
هایپراستار,103500,79000,22:07:21,2023-06-03,Saturday,True
خونه من,124000,93000,22:19:53,2023-06-03,Saturday,True
باغ فیض هجرت,113000,96000,22:19:57,2023-06-03,Saturday,True
باغ فیض باهنر,119000,89000,22:20:01,2023-06-03,Saturday,True
ستاری کورش,132000,100000,22:20:05,2023-06-03,Saturday,True
میدون سازمان برنامه,94000,82000,22:20:10,2023-06-03,Saturday,True
شقایق شمالی,110000,83000,22:20:14,2023-06-03,Saturday,True
کاشانی اباذر,116000,89000,22:20:19,2023-06-03,Saturday,True
اباذر پردیس زندگی,124000,92000,22:20:23,2023-06-03,Saturday,True
کاشانی سر جنت,102000,74000,22:20:27,2023-06-03,Saturday,True
فردوس شقایق,120000,83000,22:20:31,2023-06-03,Saturday,True
کاشانی مینیاتور,115000,87000,22:20:36,2023-06-03,Saturday,True
هایپراستار,102500,78000,22:20:40,2023-06-03,Saturday,True
خونه من,,85000,17:39:44,2023-06-04,Sunday,False
باغ فیض هجرت,,90000,17:39:49,2023-06-04,Sunday,False
باغ فیض باهنر,,93000,17:39:53,2023-06-04,Sunday,False
ستاری کورش,,91000,17:40:00,2023-06-04,Sunday,False
میدون سازمان برنامه,,83000,17:40:04,2023-06-04,Sunday,False
شقایق شمالی,,86000,17:40:08,2023-06-04,Sunday,False
کاشانی اباذر,,93000,17:40:12,2023-06-04,Sunday,False
اباذر پردیس زندگی,,96000,17:40:16,2023-06-04,Sunday,False
کاشانی سر جنت,,86000,17:40:19,2023-06-04,Sunday,False
فردوس شقایق,,85000,17:40:23,2023-06-04,Sunday,False
کاشانی مینیاتور,,90000,17:40:27,2023-06-04,Sunday,False
هایپراستار,,77000,17:40:30,2023-06-04,Sunday,False
خونه من,,86000,17:52:53,2023-06-04,Sunday,False
باغ فیض هجرت,,90000,17:52:57,2023-06-04,Sunday,False
باغ فیض باهنر,,93000,17:53:02,2023-06-04,Sunday,False
ستاری کورش,,91000,17:53:05,2023-06-04,Sunday,False
میدون سازمان برنامه,,84000,17:53:09,2023-06-04,Sunday,False
شقایق شمالی,,96000,17:53:12,2023-06-04,Sunday,False
کاشانی اباذر,,94000,17:53:16,2023-06-04,Sunday,False
اباذر پردیس زندگی,,96000,17:53:20,2023-06-04,Sunday,False
کاشانی سر جنت,,86000,17:53:23,2023-06-04,Sunday,False
فردوس شقایق,,86000,17:53:27,2023-06-04,Sunday,False
کاشانی مینیاتور,,100000,17:53:30,2023-06-04,Sunday,False
هایپراستار,,78000,17:53:33,2023-06-04,Sunday,False
خونه من,,86000,18:05:07,2023-06-04,Sunday,False
باغ فیض هجرت,,98000,18:05:11,2023-06-04,Sunday,False
باغ فیض باهنر,,91000,18:05:15,2023-06-04,Sunday,False
ستاری کورش,,91000,18:05:18,2023-06-04,Sunday,False
میدون سازمان برنامه,,74000,18:05:21,2023-06-04,Sunday,False
شقایق شمالی,,85000,18:05:25,2023-06-04,Sunday,False
کاشانی اباذر,,92000,18:05:28,2023-06-04,Sunday,False
اباذر پردیس زندگی,,94000,18:05:31,2023-06-04,Sunday,False
کاشانی سر جنت,,76000,18:05:35,2023-06-04,Sunday,False
فردوس شقایق,,84000,18:05:38,2023-06-04,Sunday,False
کاشانی مینیاتور,,89000,18:05:41,2023-06-04,Sunday,False
هایپراستار,,79000,18:05:44,2023-06-04,Sunday,False
خونه من,,87000,18:20:00,2023-06-04,Sunday,False
باغ فیض هجرت,,79000,18:20:04,2023-06-04,Sunday,False
باغ فیض باهنر,,92000,18:20:08,2023-06-04,Sunday,False
ستاری کورش,,92000,18:20:12,2023-06-04,Sunday,False
میدون سازمان برنامه,,85000,18:20:15,2023-06-04,Sunday,False
شقایق شمالی,,87000,18:20:19,2023-06-04,Sunday,False
کاشانی اباذر,,93000,18:20:23,2023-06-04,Sunday,False
اباذر پردیس زندگی,,95000,18:20:26,2023-06-04,Sunday,False
کاشانی سر جنت,,95000,18:20:30,2023-06-04,Sunday,False
فردوس شقایق,,86000,18:20:34,2023-06-04,Sunday,False
کاشانی مینیاتور,,91000,18:20:38,2023-06-04,Sunday,False
هایپراستار,,79000,18:20:41,2023-06-04,Sunday,False
خونه من,,77000,18:41:05,2023-06-04,Sunday,False
باغ فیض هجرت,,79000,18:41:09,2023-06-04,Sunday,False
باغ فیض باهنر,,83000,18:41:13,2023-06-04,Sunday,False
ستاری کورش,,81000,18:41:16,2023-06-04,Sunday,False
میدون سازمان برنامه,,75000,18:41:20,2023-06-04,Sunday,False
شقایق شمالی,,77000,18:41:24,2023-06-04,Sunday,False
کاشانی اباذر,,84000,18:41:27,2023-06-04,Sunday,False
اباذر پردیس زندگی,,86000,18:41:31,2023-06-04,Sunday,False
کاشانی سر جنت,,76000,18:41:34,2023-06-04,Sunday,False
فردوس شقایق,,76000,18:41:37,2023-06-04,Sunday,False
کاشانی مینیاتور,,80000,18:41:41,2023-06-04,Sunday,False
هایپراستار,,70000,18:41:44,2023-06-04,Sunday,False
خونه من,,87000,18:52:06,2023-06-04,Sunday,False
باغ فیض هجرت,,100000,18:52:11,2023-06-04,Sunday,False
باغ فیض باهنر,,94000,18:52:15,2023-06-04,Sunday,False
ستاری کورش,,91000,18:52:19,2023-06-04,Sunday,False
میدون سازمان برنامه,,84000,18:52:24,2023-06-04,Sunday,False
شقایق شمالی,,86000,18:52:27,2023-06-04,Sunday,False
کاشانی اباذر,,95000,18:52:32,2023-06-04,Sunday,False
اباذر پردیس زندگی,,97000,18:52:35,2023-06-04,Sunday,False
کاشانی سر جنت,,76000,18:52:39,2023-06-04,Sunday,False
فردوس شقایق,,86000,18:52:43,2023-06-04,Sunday,False
کاشانی مینیاتور,,90000,18:52:46,2023-06-04,Sunday,False
هایپراستار,,80000,18:52:50,2023-06-04,Sunday,False
خونه من,,82000,19:04:50,2023-06-04,Sunday,False
باغ فیض هجرت,,86000,19:04:53,2023-06-04,Sunday,False
باغ فیض باهنر,,90000,19:04:57,2023-06-04,Sunday,False
ستاری کورش,,89000,19:05:01,2023-06-04,Sunday,False
میدون سازمان برنامه,,80000,19:05:05,2023-06-04,Sunday,False
شقایق شمالی,,91000,19:05:09,2023-06-04,Sunday,False
کاشانی اباذر,,91000,19:05:14,2023-06-04,Sunday,False
اباذر پردیس زندگی,,94000,19:05:17,2023-06-04,Sunday,False
کاشانی سر جنت,,80000,19:05:21,2023-06-04,Sunday,False
فردوس شقایق,,81000,19:05:25,2023-06-04,Sunday,False
کاشانی مینیاتور,,94000,19:05:29,2023-06-04,Sunday,False
هایپراستار,,77000,19:05:33,2023-06-04,Sunday,False
خونه من,,81000,19:19:54,2023-06-04,Sunday,False
باغ فیض هجرت,,86000,19:19:58,2023-06-04,Sunday,False
باغ فیض باهنر,,90000,19:20:01,2023-06-04,Sunday,False
ستاری کورش,,90000,19:20:04,2023-06-04,Sunday,False
میدون سازمان برنامه,,79000,19:20:08,2023-06-04,Sunday,False
شقایق شمالی,,80000,19:20:11,2023-06-04,Sunday,False
کاشانی اباذر,,90000,19:20:15,2023-06-04,Sunday,False
اباذر پردیس زندگی,,94000,19:20:19,2023-06-04,Sunday,False
کاشانی سر جنت,,90000,19:20:22,2023-06-04,Sunday,False
فردوس شقایق,,90000,19:20:26,2023-06-04,Sunday,False
کاشانی مینیاتور,,84000,19:20:29,2023-06-04,Sunday,False
هایپراستار,,77000,19:20:32,2023-06-04,Sunday,False
خونه من,,103000,19:44:43,2023-06-04,Sunday,False
باغ فیض هجرت,,98000,19:44:47,2023-06-04,Sunday,False
باغ فیض باهنر,,102000,19:44:51,2023-06-04,Sunday,False
ستاری کورش,,113000,19:44:55,2023-06-04,Sunday,False
میدون سازمان برنامه,,85000,19:44:59,2023-06-04,Sunday,False
شقایق شمالی,,96000,19:45:03,2023-06-04,Sunday,False
کاشانی اباذر,,105000,19:45:09,2023-06-04,Sunday,False
اباذر پردیس زندگی,,98000,19:45:13,2023-06-04,Sunday,False
کاشانی سر جنت,,95000,19:45:16,2023-06-04,Sunday,False
فردوس شقایق,,86000,19:45:20,2023-06-04,Sunday,False
کاشانی مینیاتور,,101000,19:45:24,2023-06-04,Sunday,False
هایپراستار,,81000,19:45:28,2023-06-04,Sunday,False
خونه من,,88000,20:01:07,2023-06-04,Sunday,False
باغ فیض هجرت,,101000,20:01:12,2023-06-04,Sunday,False
باغ فیض باهنر,,95000,20:01:16,2023-06-04,Sunday,False
ستاری کورش,,92000,20:01:20,2023-06-04,Sunday,False
میدون سازمان برنامه,,89000,20:01:23,2023-06-04,Sunday,False
شقایق شمالی,,97000,20:01:27,2023-06-04,Sunday,False
کاشانی اباذر,,95000,20:01:30,2023-06-04,Sunday,False
اباذر پردیس زندگی,,99000,20:01:34,2023-06-04,Sunday,False
کاشانی سر جنت,,77000,20:01:37,2023-06-04,Sunday,False
فردوس شقایق,,78000,20:01:41,2023-06-04,Sunday,False
کاشانی مینیاتور,,91000,20:01:45,2023-06-04,Sunday,False
هایپراستار,,71000,20:01:48,2023-06-04,Sunday,False
خونه من,,94000,20:20:04,2023-06-04,Sunday,False
باغ فیض هجرت,,88000,20:20:08,2023-06-04,Sunday,False
باغ فیض باهنر,,90000,20:20:12,2023-06-04,Sunday,False
ستاری کورش,,102000,20:20:16,2023-06-04,Sunday,False
میدون سازمان برنامه,,91000,20:20:20,2023-06-04,Sunday,False
شقایق شمالی,,94000,20:20:24,2023-06-04,Sunday,False
کاشانی اباذر,,101000,20:20:28,2023-06-04,Sunday,False
اباذر پردیس زندگی,,95000,20:20:32,2023-06-04,Sunday,False
کاشانی سر جنت,,93000,20:20:36,2023-06-04,Sunday,False
فردوس شقایق,,94000,20:20:40,2023-06-04,Sunday,False
کاشانی مینیاتور,,98000,20:20:43,2023-06-04,Sunday,False
هایپراستار,,79000,20:20:47,2023-06-04,Sunday,False
خونه من,,95000,20:39:48,2023-06-04,Sunday,False
باغ فیض هجرت,,89000,20:39:52,2023-06-04,Sunday,False
باغ فیض باهنر,,100000,20:39:56,2023-06-04,Sunday,False
ستاری کورش,,103000,20:40:00,2023-06-04,Sunday,False
میدون سازمان برنامه,,101000,20:40:04,2023-06-04,Sunday,False
شقایق شمالی,,94000,20:40:08,2023-06-04,Sunday,False
کاشانی اباذر,,91000,20:40:13,2023-06-04,Sunday,False
اباذر پردیس زندگی,,106000,20:40:17,2023-06-04,Sunday,False
کاشانی سر جنت,,84000,20:40:21,2023-06-04,Sunday,False
فردوس شقایق,,104000,20:40:25,2023-06-04,Sunday,False
کاشانی مینیاتور,,99000,20:40:29,2023-06-04,Sunday,False
هایپراستار,,89000,20:40:33,2023-06-04,Sunday,False
خونه من,,95000,20:53:05,2023-06-04,Sunday,False
باغ فیض هجرت,,88000,20:53:10,2023-06-04,Sunday,False
باغ فیض باهنر,,99000,20:53:14,2023-06-04,Sunday,False
ستاری کورش,,102000,20:53:18,2023-06-04,Sunday,False
میدون سازمان برنامه,,82000,20:53:22,2023-06-04,Sunday,False
شقایق شمالی,,103000,20:53:26,2023-06-04,Sunday,False
کاشانی اباذر,,101000,20:53:30,2023-06-04,Sunday,False
اباذر پردیس زندگی,,105000,20:53:33,2023-06-04,Sunday,False
کاشانی سر جنت,,92000,20:53:37,2023-06-04,Sunday,False
فردوس شقایق,,94000,20:53:41,2023-06-04,Sunday,False
کاشانی مینیاتور,,108000,20:53:45,2023-06-04,Sunday,False
هایپراستار,,88000,20:53:48,2023-06-04,Sunday,False
خونه من,,94000,21:04:51,2023-06-04,Sunday,False
باغ فیض هجرت,,97000,21:04:55,2023-06-04,Sunday,False
باغ فیض باهنر,,89000,21:05:00,2023-06-04,Sunday,False
ستاری کورش,,102000,21:05:04,2023-06-04,Sunday,False
میدون سازمان برنامه,,91000,21:05:07,2023-06-04,Sunday,False
شقایق شمالی,,103000,21:05:11,2023-06-04,Sunday,False
کاشانی اباذر,,90000,21:05:14,2023-06-04,Sunday,False
اباذر پردیس زندگی,,93000,21:05:18,2023-06-04,Sunday,False
کاشانی سر جنت,,83000,21:05:21,2023-06-04,Sunday,False
فردوس شقایق,,93000,21:05:24,2023-06-04,Sunday,False
کاشانی مینیاتور,,108000,21:05:27,2023-06-04,Sunday,False
